Score,Summary,Text
5,Working great for my girls,"I purchased Now! Senior/Light last week in an effort to get one of my Bichon girl's very high triglycerides down.<br />IT's been a week feeding this food and her triglycerides are back to normal!  Also, a bonus is she likes it plain with nothing mixed in, and stool is firm and nearly no smell!<br /><br />Thanks for a great product!"
5,Yoli,I love these chips and now the whole family is hooked on them. These are the only chips I eat
5,Great Tasting Tea,I really enjoy this Green Tea. Has great taste and not too strong. I see others have found this bitter but that is not what I find.  I love Green Tea more than any other tea but sometimes it is hard to find in the K-cups.  Have been using various green teas for years and I find this to be one of the best!  It is currently available on Subscribe & Save.
5,leagues better than American,"My husband and I eat this every morning and never tire of it.  Leagues better than American oatmeal ... wish we could get somebody here to start milling oatmeal this way.  We call our morning bowl the oatmeal souffle.  Not gluey.  Light and delicious.  I adapt the recipe on package to 1/3 cp oat flakes per serving, with one cp water.  Always soak first or cook to boiling at medium.  If you get distracted and it thickens too much add a bit more boiling water, cook a minute or two longer, and serve.  Lowers cholesterol; great source of fiber."
5,Delicious!!!,"I love orange blossom honey and have a hard time trying to find it... this stuff is DELICIOUS!! Good price, fast shipping. I am very happy with this purchase."
4,Review: KIND Nuts and Spices: Madagascar Vanilla no less!,"In the interest of full disclosure...I'm not a huge nut fan.  Usually, I will skip brownies, cakes and other items that have nuts in them.  I'm willing to eat them by themselves but I find they kind of ruin other thing people stick them into.  Further, I'm trying to lose weight and usually nuts can be a good way to go.<br /><br />The KIND Nuts and Spices nut bars are part of the KIND Healthy Snacks line.  They are very upfront about pointing out the use of only 5 grams of sugar (or less) and nothing artificial.  further internet research shows that they keep the sugar levels low by using spices.  In this case, its Madagascar vanilla.<br /><br />The bars are very tasty, not too heavy and rather filling for what volume they take up.  They are a little sticky (the plastic wrap they come is is surprisingly strong) and the bars themselves really do taste well for the amount of sugar.<br /><br />I will point out that the bars I had boasted 16g of fat, 14 g of carbs, 5 g dietary fiber and 7 grams of protein.  From Weight Watchers standpoint, that's 6 points.  Having said that, I could see one of these bars being a decent substitute for a meal so from that standpoint, its cheap points wise.<br /><br />All in all, the bar is pretty good...I'm glad I got them and I will buy more!"
4,"A Horse Is a Horse Is a Snack, Of Course","My dog is constantly out to get me. Keeping little miss 'Princess Paws' from rooting through the trash, diddling the carpets or wrecking the house is like trying to keep Lindsey Lohan out of dive bars, crack dens and paparazzi mug shots. In other words -- nearly impossible.<br /><br />But lord help me, I try.<br /><br />I bought a bag of these biscuits, thinking I could coax the mutt into good behavior through 'positive reinforcement'. Though the idea sort of fizzles when the dog is too finicky to eat the stupid things. She gave the tiniest of disinterested exploratory sniffs, then scrunched her furry little schnozz like I was offering her a handful of barf-encrusted crap.<br /><br />(Which, based on her previous dietary choices, she would actually eat. Tasty baked tidbit? No, thanks; I'm trying to keep my greyhoundish figure.<br /><br />The poop du jour in half-digested BLEEEH-rnaise sauce? Mmmm-mmmm! Bon appeturd!)<br /><br />I tried to entice her, but she wasn't having it. I even tried a little nibble myself, to prove I wasn't trying to poison her. (Yet.)<br /><br />And actually, the biscuit was pretty good. It's got a nice crunch, with a taste somewhere between a heavy water cracker and reconstituted horse meal. But pretty light on the 'horse meal' part. All in all, not bad. I'd give it about a four on the people-food scale -- somewhere between a stale bag of Funyuns and a plain rice cake eaten off a sweaty Clydesdale's back. I finished the first one and had another. Pretty soon I'd gone through half the bag.<br /><br />So this was a complete waste for the dog. But I found a new snack for TV nights. Now if I'm out of popcorn, I set out a bowl of biscuits and munch away. They're not gourmet. But they're filling, and I'm getting my recommended daily allowance of hoof meat all in one sitting. That's a winner."
5,A great decaf,Have ordered this before and coming back for more.  A great full flavored decaf with lots of body.  Would not hesitate to order it again. Highly recommended!
5,Camping tradition at its best,"What do you think of foodwise when you go camping? well besides the case of beer, you have the dogs and the marshmallows! Nothing like roasting these suckers over an open fire, or just pop them in your mouth from the bad. Soft, and fluffy, these suckers don't get hard and stale as quickly as other brands do. Definately a great product."
5,Delicious!,"This is a fantastic syrup, with wonderful flavor.  The price is great when you subscribe to the ""subscribe and save"".  Pure maple syrup doesn't give me sugar highs and lows the way other sweeteners can.  It is said to be a balanced sweetener.  I love it!  My kids love it!"
5,Excellent as Mini-Donuts - buy only from Amazon Sub & Save for...,"...the best value - another vendor now shows nearly as triple for a 12 pack.<br /><br />Made as mix - less one egg - milk instead of water - in this:<br /><br /><a href=""http://www.amazon.com/gp/product/B00519AOF6"">Sunbeam FPSBDMM921 Mini Donut Maker</a><br />Makes a total 8 batches - using only a TEASPOON to avoid overflow as shown in my previous pix upl'd - sooooooooooooooooo very goooooooooooooood - warm and serve with crushed berries [and whipping cream optional] ANY time of the day.<br /><br />AND even better as a Mini dessert when topped with this: <a href=""http://www.amazon.com/gp/product/B0041O6WUS"">Betty Crocker Rich & Creamy Frosting, Triple Chocolate Fudge Chip, 15.5-Ounce Containers (Pack of 8)</a>"
5,YUMM!,"LOVE these potatoes, they're so good & can be made quickly<br />the finished product is non-lumpy & tastes great<br />they work in the stovetop or in the microwave just as well<br />I will be making them again when the weather cools"
5,Great cup of Green Tea,"This is really a great little green tea. The flavor of the green tea comes through even with the sweetness from the gojiberry and pomegranate seeds. Enjoyed this very much hot, and can see that it would be excellant served over ice.<br /><br />Since Green tea loose leaves can be brewed more than one time, decided to see how it would stand up to a second brewing. The flavors still came through strong so I went for a third brewing and still was very statisfied with the flavor profile.<br /><br />Excellant loose leaf tea. Will be purchasing more of this in the future."
5,SHHH - Don't let them know these are good for them.,My 2 MinPins love these chews. They each get one of the small size every morning after their walk and will drive me nuts until they get them. Their teeth are very clean and their breath doesn't smell either. I buy them by the case from Value Pet Supplies. Really nice people to do business with.
5,Great Chew Treat,Greenies are the special treat we give our golden retriever and great pyrenee/golden retriever mix.  Greenies are hard enough that our dogs have to chew slowly but not so hard that I feel uncomfortable giving it to them.
5,Just what I needed!,"Well, thanks to the internet, what was once available at Brick & Mortar stores is long gone. So, amazon it was. These vials were the right price and the right colour glass (I needed clear, NOT amber or blue) so I ordered them, with fingers crossed.<br /><br />Arrived very, very fast (only days via USPS) and very well-packaged. SCORE!!!! What I'm using them for is sharing extremely expensive spices and flavoured oils (Fiori di Sicilia and White Truffle oil, for example) with friend's who can't afford the full-sized item. These luxury food items last forever because you use them in such small amounts but cost an arm and a leg to buy the original packaging. So, I'm ""sharing the wealth"" with beloved friends so they can also try these lovely flavours but don't have to spring for the Big Bucks. From oils, to food powders (Vermont Cheese/Vietnamese Cinnamon) to several gourmet salts, these vials are just the right size for my friends to get a good taste and decide if they want or need more, in the larger containers. If they do, I automatically will have future gifts for them which I know they'll cherish rather than go ""ick""! LOL<br /><br />Nice way to share the bounties you have with those you love. &lt;3"
5,Great for kids!,My kids love these and I can feel good about giving the Pops to them because they are organic and packed with vitamin C! A must have for any mom!
4,Very tasty!,"This quick bread is really easy to make even though it does require extras to be added.....2 eggs and 1/2 cup of melted butter and water.  It cooks up fast and easy and tastes great.  It's a bit on the heavy side...sort of like pound cake with very few poppy seeds but it's truly enjoyable.  I would recommend it for an occassional treat but a lot of butter is used so I wouldn't suggest daily intake of it.  Give it a try, I think you will enjoy it too."
5,Unbelievable,"I love a really good dark chocolate, and even more so when it has fruit and nuts in it.  This one is by far the best fruit and nut chocolate bar I've ever had.  Just opening the package the aroma of fruit is splendid - however a square in your mouth is heaven!  So delicious.  I'm hooked.  I know this one's new, I hope it never goes away!"
5,awesome,I can not get this product where I live so I always order this from Taylors Market! Awesome service!!! THANKS!!!!!!!
5,My dogs love these!,"I got these for my chihuahuas and all three of them love them! They seem to be easier to chew than rawhide, and I'm not as afraid of them choking! I wish they had more flavors- but I'm sure they will in time!"
5,Excellent Dog Treat,"My ultra finicky American Eskimo dog, Precious, loves these treats. I buy this brand because they are manufactured in the US not China. Originally I bought the duck jerky PetsMart carried, which was from China and it made Precious extremely ill. Now I only buy treats made in the US or Canada. These particular treats are best for smaller size dogs, big dogs would probably gulp them down instead of chewing them up."
5,Excellent coffee,No bitter test even though it makes a strong cup of coffee. Rich and Creamy. will buy again as soon as Amazon start selling it not through the third party.
5,Positively addictive!,"I love this popcorn.  It's super crunchy and sprinkled with delicious nuts.  I was looking for a low calorie snack and found this.  I'm glad I did.  However, I haven't paid much  attention to its calorie count since it's so good I don't really care.  I haven't noticed any weight gain so maybe it's a good substitute for peanut m&m's, another addiction of mine."
5,Tasty chips,"I love tortilla chips, just good ol' fashioned corn chips with salt on them.  I was curious as to how these fancy tortilla chips would fare.<br /><br />Before even tasting these chips, the bag shows that the company is serious about freshness.  It's tough and a little slippery; I almost couldn't open it by hand.  The chips are little hexagons about 1"" in diameter, with the various seeds clearly visible in the chips.  While the corn flavor is dominant, the various other elements of these chips really blend well to give them a unique flavor.  They're not overly salty - indeed, if I had any quibble, it's that a little more salt would be appreciated.<br /><br />These chips would be an excellent choice for finger foods for a higher end dinner party, a date, or just an evening when you want to treat yourself."
5,sweet costco,"I love this coffee and I love Amazon.  That being said, Costco sells the exact same item for $33.00.  How can I cheat on Amazon?????"
5,My kids favorite!,"We love these bars at my house. My kids (including 2 picky young children) could eat them all day long if I let them! They're not too fond of the berry flavor but this one, chocolate, is a big hit. They're just the right size to toss into a lunch box too and aren't messy. They're easy to chew too so even my 2 year old can enjoy them."
1,Disappointing,"This bag was a real disappointment.  It was tiny.  Not just small, but tiny.  It did not have a whole lot of candy in it and that seems ridiculous considering the price.  I paid $15.83 for both the candy and shipping together (8.49+7.34S).  At the local store I could have gotten the same bag for $2.75 (at Vons) and at another store (Albertsons) I could have gotten TWO 48 oz bags (5 times the 18oz size) for the price available here.  Do yourself a favor and get something else.  This is just not worth the price Candy Corner is asking.<br /><br />As for the candy itself, this particular mix was disappointing.  No Nerds, which is the favorite among all the kids.  No Pixie Stix, no Fun Dip, no Runts.  It did have a couple of nice ones, but also a couple that no one wanted.  And the bottle caps did not taste right and certainly not how they usually taste.  If they haven't changed the way they make them, then it is possible they were stale.<br /><br />I hope this helps you avoid overpriced candy."
5,tastes great!,"This brand of pasta is easy to cook, and taste great. My children can't tell the difference between it and wheat pasta."
5,Crowd pleaser,"My five Cavalier King Charles Spaniels love Wet Noses.  The organic,limited ingredient treats give me peace of mind that I'm providing them safe and healthful ingredients. Buying Wet Noses products through Amazon is more affordable than the pet stores, too."
5,finally!,"i've searched high and low for a delicious, healthy, meatless jerky product.  i'm a pescatarian, so tuna/salmon/halibut jerky is great, but super expensive and often incredibly high in sodium.  i found these in the aisles of pcc and absolutely fell in love.  first thing i did was search amazon for them, and here they were!  the price is better, and i knew i would eat these every day.  i take two to work and have at least one at home.  i would recommend these to anyone, carnivore or vegan, looking for a delicious, healthy source of protein.  wow!"
5,So yummy !!!!!,My favorite flavor of kind bar.  The dark chocolate is not too sweet and the fruity/nutty textures and flavors really shine.  A very healthy splurge !!!
5,AlphisNumberOneFan,My dog Alphi loves this healthy treat.  Amazon offers a great price.  I highly recommend this product if your dog is finicky.
5,Cat loves it,"Our cat loves this formula.  I'm happy that the primary ingredients are actual meat, rather than grains.  Cats are carnivores, after all.  Our cat has had many less problems with hairballs and weight gain as well."
5,My favorite snack that's tasty and nutritious!,"Somersaults not only pack in 6 g of protein & 3 g of fiber (a powerful mix), they are also downright tasty!  And the cocoa version - come on.  It satisfies my sweet tooth and gives me nutrition.  Can't beat that.  These have absolutely become our favorite snack, hands down."
4,Better than expected,"I had already tried two Clear Scalp & Hair products and was less than impressed with the results.  In fact, I noticed a difference after just one use-and not in a good way.<br /><br />This product however was much better.  The conditioner helped restore the moisture that the Clear Scalp & Hair Moisture shampoo had striped away.  I also used the Clear Scalp & Hair Ultra Shea Nourishing Scalp & Hair Oil which added a lot of shine.<br /><br />I recommend this product to anyone with long hair (long hair is old hair-the closer to the scalp the younger the hair), curly hair or thick & coarse hair because the shea butter adds the moisture that your hair needs but it doesn't make your hair greasy or weighed down.  If you have thin or fine hair I would try a volumizing formula instead."
4,Great crackers,These are great crackers. Yes they are made of seeds and are extremely crunchy. If you don't like seeds why would you buy these (I am pretty sure the description of the crackers is clear)? I like the onion flavor and like other flavors from Mary's Gone Crackers.
5,Very Pleasant ... Bold and Smooth!,Great Coffee ... I like my coffee strong - finally found one that has a wonderful full flavor without the bitterness.
5,best coffee,the best tasting dark roast for the Kurieg I can find.<br /><br />Rev and Revv 2 are a bit too much caffeine aftertaste but they are also worth looking into for that morning when you cant get going.
5,Best licorice out there - hands down,"These things are $6 a bag in my local grocery store - finding them here for around $4 a bag was a great find. This is the softest, juiciest licorice you'll ever find. I'm addicted to it, and I'm really glad to've found an online source for it."
5,Awesome Popcorn,Orville's is the best microwave popcorn you can buy...in my opinion.  The price is outstanding from Amazon and we have compared it all around at various stores.  Almost all the kernels pop and we love the movietheatre butter flavor!<br />Cannot go wrong with this purchase.
5,The best basmati rice we've found,"We eat a lot of basmati rice and the Royal brand is our favorite.  It has a superior flavor and aroma over the other basmatis we've tried, and the grains cook up so much nicer and fluffier.<br /><br />To truly appreciate this fine rice, I would highly recommend following the directions to rinse the rice first.  It DOES make a difference."
2,Try a Box Before Buying a Case - a review of BTN's Mac & Cheese,"I like organic. We do organic milk and meat, and vegetables when we can afford the latter. My children like macaroni and cheese - not my homemade casserole, of course (lol), but out of a box. (Reasons for this preference are unknown.)<br /><br />In any case, you would think organic *Back to Nature Macaroni & Cheese* would be popular at our house but it's not. Simple put, my children won't eat it.<br /><br />Perhaps it is because of the lack of chemicals that the cheese sauce comes out a little grainy. Or maybe I just made it wrong, but my testy tikes won't gobble this down like non-organic, over-processed wheat Kraft Mac.<br /><br />Two Stars. Maybe I just had a bad box. Or maybe I just didn't make it right that day, but my two (boy and girl) would not eat this macaroni and cheese product. If you are going to try it (products do get IMPROVED every day) then my advice would be to buy ONE box and try it; and not a case."
2,Disappointed in coffee choice,"On the recommendation of someone else's review which said this coffee was mild, I chose to purchase a box.  It is still stronger than I like.  I have to use much creamer and sugar, plus run more water through a second time.  Not what i hoped for.  Sorry.<br /><br />Would like a truly mild tasting coffee, there were some in the first sample box I bought, but the next two sample boxes had too many strong coffees and many tea cups.  I already have a good selection of tea, etc and only wanted coffee samples.  Am not sure how to find a coffee to my taste without a lot of waste."
5,Diamond Hazelnuts,This is a great way to stock up on produce from out of area. Good deal at a great price.
5,My favorite,Excellent cinnamon flavor. It keeps me going all year long especially when Starbucks runs out of my pumpkin spice. It is my favorite flavor and brand. I did have to order it<br />on-line because I only found it once at a store. It's a seasonal type of an item so on-line works best.
5,the best treat,This is the first dog treat I've bought that my dogs actually fight over. They love them.
5,Awesome Recovery Tools,"I had my reservations about this product when I first saw this product.  But being a big fan of Jelly Belly I had to try them.  I've used this product off and on for two years now.  I has helped me recover from training sessions.  Long runs, cross fit sessions, and field exercises that would have left me dehydrated for the day just become ""fond"" memories after taking one of these packs.  I do not recommend eating these Jelly Bellies unless your body needs the electrolytes, they taste too sweet and salty."
5,they really taste like tea!,these green tea kit kats are delicious! when it was delivered on friday i didnt wake up early enough to get it so i had to pick it up from the post office on monday. before i put them in the fridge to get cold i had to try one! the chocolate was melted alittle bit to the paper but either way they were good! im gonna buy more when i get some money! thanks!
5,Yum,These came early! Wonderful! WIll order from again! Great in tea! I gave a pack to my grandmother and she loves them too!
5,chocolate decadence,My husband was just diagosed with type 2 diabetes.  I am gluten intolerant and my daughter gave me the simply lite bars for Christmas.  My husband is now hooked on them but Wal-mart has discontinued.  We bought all they had.  They are soooo chocolatey - it has saved my husband from his m&m and peppermint pattie addiction.  Hopefully amazon will carry these soon so we can purchase in bulk!!
5,"Love this tea, my favorite...","I have tried many decaf green teas, and this one is my favorite.  Really nice flavor! Next time I will order the 40-bag/6 boxes from Amazon as I am going through the 20-bag/6 boxes too quickly.  Great price too."
4,"Tasty, but like others better","This is a tasty bar, but as it contains chocolate it isn't great for all occasions, like a breakfast snack, and to me isn't chocolatey enough to satisfy those type of dessert cravings.<br />It's still WAY better than other healthy chocolate fruit/nut bars."
5,Tastes great! Perfect snack!,I love these bars! They are an excellent snack and taste great wwith a cup of herbal tea. They have more calories (210) than some of the other choices (such as Oskri Granola bars which have 145 calories). But they are well worth the few extra calories. I highly recommend them!
5,Good peppers,"Delivery was good, and the peppers were all whole and in good condition. Pull off the stem and throw in a coffee-type grinder and you're in business."
5,Easier to Use than Standard Vacu Vin,"I have used both this product and the standard (cheaper) Vacu-Vin...pay the premium and buy this product, as it is SUBTANTIALLY easier to use.<p>In addition to being more stylish than the standard Vacu Vin, the stoppers on this product are easier to use and the pumping mechanism &quot;clicks&quot; when you have pumped enough air out of the wine bottle...the standard model just leaves you guessing about how much air has been removed."
3,"I love Popchips, but I don't love this flavor","As I write this review, I'm looking at 3 large boxes of Popchips stacked in my living room.  I bought 2 of the 3 boxes, which each contain 24 bags of the chips.  One of the boxes I ordered is Popchips barbeque flavor, the other is the Popchips Variety Pack and now I have a box of the new Chili Lime Popchips that was provided by the manufacturer for this review.<br /><br />I am a big fan of Popchips and I've bought them many times.  Generally, Popchips are low in calories, low in fat and relatively low in sodium.  They make an excellent snack that's a lot better for you than regular potato chips.<br /><br />Problem is, the chili lime flavor really isn't very good, in my view.  There's sort of an off-putting aftertaste to them that I can't just put my finger on.  You can taste the lime, although it's a bit stronger than I'd like, and it sort of tastes like bad chili, but I'm not a fan of this variety.<br /><br />Sure, I'll eventually finish the box, but I wouldn't order them again.  So while I love Popchips in general and enthusiastically recommend them, I can't recommend these and give them a 2.5 star rating, which I'll round up to 3 stars mostly because I do like and support Popchips.<br /><br />I'd recommend avoiding these.  The flavor isn't quite right, in my view.  My favorite flavor is barbecue followed by plain and the variety pack is a good way to figure out what you like the best.  But I cannot recommend Chili Lime Popchips."
5,Fantastic product,Great!  My dogs beg for them.  One won't even finish his dinner because he wants his Nutri Dent.  Much longer lasting than those new formula Greenies.
5,Chocolate Lab Puppy,My chocolate lab puppy is killing this product.  His 8 week visit he was 11 lbs and yesterday i took him for his 10 week appt and he is now 16.1 lbs.  Thanks pinnacle!<br /><br />Update dog is now 7 months and still on product he is still loving this food and acts like it is filet everytime.
5,El Salvador Dali,"This is a smooth and fairly mild coffee that has very mild hints of coco berries and marshmallows (not overpowering, just a hint). It's my personal favorite. Love this coffee."
3,Interesting flavor combination,"I occasionally add powdered flavoring to try to encourage myself to drink more water.  While I'm not a big fan of green tea flavoring, I do enjoy the tastes of honey, blackberries, and pomegranates.  While that combination of flavors sounds interesting, I really did not enjoy the final result. I think my taste buds were a bit confused.  It might be nice to try this if you love all the flavorings listed, but I will stick to the more basic flavors."
2,Beware of possible damaged goods,"Well, this is frustrating as I really love this product for making decent quality lattes on my home machine. However, this is the second time in a row where the product has arrived damaged with cartons opened/punctured with leaky milk. It is hard to know what caused the damaged cartons as the original box is packed in a larger box with paper around it. I am thinking that because I am an Amazon Preferred customer, the orders are shipped via 2-day air. Maybe the air pressure in flight is causing packaging to fail. Fortunately, Amazon has been very good about dealing with the situation, but as I said it is frustrating not having good soy to make decent foam."
2,Huh?,"After reading many of the reviews for this instant coffee, I thought I'd try some.  It tastes exactly like every other instant coffee - no better, no worse.  I was expecting more based on the reviews.  I'll keep looking."
5,A family favorite,"I buy three different flavors of KIND bars. These are the ones that disappear the soonest so I have had to double up the order. What's not to like?<a href=""http://www.amazon.com/gp/product/B0034EFIPQ"">KIND Fruit & Nut, Almond & Apricot, All Natural, Gluten Free Bars (Pack of 12)</a> They are delicious, healthy, reasonable priced, portable. My husband and my son do alot of strenuous, physical work. They both love KIND bars for the energy they provide. I highly recommend them over most any choice available. In fact I recently gave one to my mailman since he delivers them for Amazon. He loved it too."
5,No more inisulin,"Our cat was diagnosed with diabetes.  Our vet prescribed 5 units of insulin.  He was supposed to have his blood checked at the vet's once a month and we were to buy their expensive high protein, high fiber kibbles.  I went on the net and found a book here on Amazon written by Elizabeth M. Hodgkins (she is a vet and an attorney) called Your Cat: New Secrets to a Longer Stronger life.  She recommended home testing, which we did morning and night for about a month, and only fed him Wellness cat food because she said a diabetic cat needs a canned high protein food with no grains and absolutely no kibbles.  We are now testing him once a week and only feeding him Wellness Adult Chicken Canned Cat Food  He has been off insulin with normal blood sugar readings for a little over two months!"
3,Vanilla wafers -- beware they can melt in shipment!!!,"These tasty chocolate coated wafers are a great way to get a chocolate fix without too many calories. Be warned however that if the weather is sunny and in the 70's or higher, you're likely to be disappointed when you open the box because the chocolate melts. You'll have three solid blocks instead of 18 wafers, even if you used next day delivery. Best to order this product when cloudy weather is forecast, and high temps will be in the 60's or less -- apparently those brown UPS trucks get pretty warm in the sun!"
4,Baby loved it!,Will buy again in the future...my baby girl (11 months) loved it! Great thicker food for babies learning to eat chunkier textures.
5,Delicious!,"KIND PLUS Pomegranate Blueberry Pistachio bars are very delicious.  I enjoy one bar and a glass of orange/carrot juice every morning.  Dr Oz recommends that you eat protein within the first hour after waking; you will get protein from this bar.  I really love the fresh taste and texture.  2012 UPDATE: I usually get bored with food, but not these bars!  I still have my juice and this Pom/Blue/Pistach bar every single morning for breakfast.  I don't kind-a-like KIND, I totally love it!!!"
1,Really disappointed,Sent this to my mom for Mothers Day - she got a limp 3-color arrangement that was far from the photo! I won't do that again!
5,multi-grain pretzel,"Wonderful pretzels! I purchased these last summer in New Hampshire which started an addiction that has been hard to fulfill because I can't find these pretzels in Missouri. Hence my online purchase. A really good pretzel that's not overly sweet, and packed with flavor."
2,Too oily,"I enjoy many types of tea, the more flavorful the better. I received this in a sampler that I purchased and did not find it to be very good. It has a very oily taste to it. I will finish off the tea bags that came in the box but would not purchase this type again."
5,coffee,This is the best coffee I have ever had.  I love Senseo pods. My seller was excellent from packaging to mailing.  5 Star!!
5,She loves it!,"I sprinkle a little of this on my dogs kibble or use as treats while training, and she loves it. Nikita, 60# Husky Shepherd mix."
5,Sodastream,"After years of dealing with increasing price of soda, finding place to store it and returning  empty bottles decided to give this a try. We bought ours at Costco which came with 1-130L Co2 Carbonator, 2 1-Liter Stainless Steel Bottles and trial flavors pack for $99. First let me say I'm very pleased, the flavors are not bad at all and i can use my own filtered water from either the fridge or Pure faucet attachment and no longer need to pay or bring back bottles for the deposit. They also have much less sodium than store bought soda with the exception of Diet Rite.<br /><br /> I have tried many diet flavors and the ones i like the best are Orange, Caffeine free cola, dr pete, Fountain Mist, Cream Soda and Root Beer. As for the cost it has changed everything, no longer have to pay deposit, return empties or search for sale price on soda which means lot less trips to the store saving me from impulse buying and gasoline usage. I can now make fresh bottles of soda whenever I need it (unlike store bought soda which can lose carbonation)  and any flavor I feel like at the time. Already used up  1- 130L Co2  carbonator bottle so ordered 1 full bottle + 1 exchange for empty bottle from SodaStream web site this way I'll always have one full bottle when one is done. You should always search the web for coupons for any online store before ordering and SodaStream is no exception, saved $15 which is the price of the license on a new bottle.  So it cost me the same as if ordering to exchange 130L Co2 Carbonators, pretty sweet. If you order 10 bottles of syrup at a time you get one free  and with on line coupons and cashing in points your earn from them with every purchase can save you more than just the shipping cost, the cost of a trip to the store. For me the SodaStream is well worth the cost."
5,French vanilla k cups,So glad these are available!! Not having to go out to get a french vanilla cappuccino is great! We love these!
5,loving the coconut oil,"I absolutely love this stuff,i use it for my hair and i no longer have any frizz and i am totally in love with this product."
3,Coconut Oil,"I bought this item for my hair. I've never eaten nor smelled coconut. So I thought what the hay let me try it. I thought it would be a pleasant smell, but in reality I can't stand it. It seriously makes me want to gag, throw up & die. Okay that's a little exaggerated but SERIOUSLY. It makes me super nauseous & gives me a head ache when I inhale it. I have to mix it with other hair products to ease the smell.<br /><br />On the other hand, this product really has made my hair a little more manageable.<br /><br />BTW a little about me:<br /><br />-Female<br />-18-26 years old<br />-hispanic<br />-curly, fine, dry hair<br />-a lot of split ends<br />-washed daily<br />-takes half a year to grow an inch of hair (seriously)<br /><br />I bought this product to make my hair less dry, & to help it grow and become healthy<br /><br />So far ive been using it 2 times a week for 3-4 hours & it leave my hair soft to the touch."
5,By Nature is dog thumbs up!,"My local pet supply store had By Nature on sale, as he'd gotten a special shipment. My dogs love all the favors and I especially like the teeth cleaning variety. Problem is, these are getting harder to find."
5,cats love it,"my furry kids just LOVE these,cant keep for long,both prefer these Temptations to anything else. Yummy for the tummy,is a must buy"
5,Fantastic (&Healthy) even for the Finicky Feline,"I feed my 3 boys only all natural foods (both dry and wet).  I will even cook for them on occasion.  One of my cats, however, is so incredibly picky, I have gone through countless types/brands of treats and everything to find something he likes but for the last 5 years he will only eat his dry food.  UNTIL NOW!! This is the first canned cat food that he absolutely savors.  I was amazed and pleased to see him get excited when I open the can and lick his bowl clean.  It makes it much easier to maintain a healthy feeding schedule with all of them and I am exceptionally pleased with the results thus far.  Thank you and PLEASE get more in stock!!"
4,Alternative if you are trying to cut sodas/colas,"If you are already drinking healthy/natural/organic beverages, as many other reviewers have pointed out, this has a number of artificial ingredients, so you probably want to stay away from it.<br /><br />On the other hand, if you are like me and are or have or had been trying to cut back and eventually cut completely the soda and cola addiction, this can be helpful because it is not addictive like the Colas and it is very quick to prepare, so you can counter the cravings (for worse things) before they build up. It only takes a couple of seconds to squirt a little in a glass of water and then add ice if you prefer. I do only one squirt per drink, press and release, not press and hold. It is small enough you can take everywhere.<br /><br />The taste is reasonable considering what it is and what I use it for. It obviously tastes nowhere near as good as fresh peaches or freshly brewed tea.<br /><br />Having said that, I only use this occasionally to counter cravings and such. I don't think it is a good idea to drink this on a daily basis. But if it can stop you from running to the soda vending machine at work or grabbing a 2-liter cola from the convenience store, it is a small victory."
5,Like Home-Made,"Let me begin my review by stating that I have been a Helmann's mayonnaise devotee for the better part of my lifetime. I have tried many other brands, mainly out of curiosity, and found all of them inferior. Recently, a friend recommended Blue Plate brand. To be honest, I had never even heard of Blue Plate Mayonnaise. To my surprise however, on a recent trip to my local Publix, there it was, in an unassuming blue, yellow, and red container, tucked away on the bottom shelf. Given my frequent disappointments, I was skeptical to say the least.My fears were soon put to rest, however.<br />  Upon first taste, I immediately thought of Helmann's. Blue Plate had a nice, slightly acidic tang that I was familiar with. There was no sweetness whatsoever. The Blue Plate had a nice clean aftertaste, and no heavy off-oil flavor, common to many lesser brands. (Even the much vaunted Duke's brand, which I tried with high expectations, let me down in this department. It tasted heavily of cheap oil.) While the taste is very similar, where Blue Plate is leaps and bounds ahead of Helmann's is in the texture department. For those of you who have ever made home-made mayo, you are familiar with the wonderful, velvety texture that is created. There is a nice sheen, and a good white (not yellow) color. Blue Plate reminded me of this exactly. Unlike Helmann's, there is no ""whipped"" thing going on here - very little air in the mixture, which added to the outstanding, home-made experience. I can see why Blue Plate has been a staple in Cajun Kitchens for the better part of a century.<br />  For those of you who take your Mayo seriously, I strongly recommend Blue-Plate. I really believe you will not be disappointing."
5,Really good quality gum.,"I have been chewing this gum for years now. The flavor lasts for a decent amount of time, about an hour or so. The gum's consistency and texture is perfect, it's chewable for a very long time. The best part is that it is aspartame and sugar-free."
3,Substitution,"This was a re-order of the pods which are very good.  Ordered three boxes and gave them to friends because I told them it was great.  Only later found out that ""instant coffee packets"" of the product had been substituted.  UGH!  Big let down .. will go to BB&B for purchases next time."
5,Yum!,"I read about this flavored tea on a food blog and was immediately interested in trying it. I now have to avoid sugar and sweets as much as possible, meaning having to give up my favorite type of cookie - sugar. I found the tea at Target and have to say it is very good. No, there is no texture of a sugar cookie, however the taste does have a definite effect on your, as one rater noted, senses. If you enjoy sugar cookies, but would like a calorie free treat perhaps this is for you."
2,Taste Strange,"I have been using Coffee-Mate creamer, bought from grocery store's refrigerator section for the past 12 years. Since I was moving to Berlin, and you cannot fine it in Germany I bought 6 boxes of these and took them with me. I could not use even one, since they taste nothing like the ones you buy from the store. I was very disappointed, and will not recommend you to spend your money on this item."
5,Great coffee cheaper at Sams,This coffee is excellent! Strong enough without bitterness.  Cost at Sams here in Texas is 38.00 so it much cheaper
