Score,Combination,Combination_without_stopwords,Combination_without_stopwords_Lemmatized,Final_review
5,"['i', 'take', 'barrys', 'but', 'i', 'prefer', 'lyons', 'and', 'that', 'pretty', 'much', 'all', 'there', 'is', 'to', 'say', 'you', 'ca', 'beat', 'lyons', 'for', 'a', 'black', 'tea', 'the', 'taste', 'is', 'fantastic']","['take', 'barrys', 'prefer', 'lyons', 'pretty', 'much', 'say', 'ca', 'beat', 'lyons', 'black', 'tea', 'taste', 'fantastic']","['take', 'barrys', 'prefer', 'lyon', 'pretty', 'much', 'say', 'ca', 'beat', 'lyon', 'black', 'tea', 'taste', 'fantastic']","['take', 'barrys', 'prefer', 'lyon', 'pretty', 'much', 'say', 'ca', 'beat', 'lyon', 'black', 'tea', 'taste', 'fantastic']"
5,"['refreshing', 'this', 'is', 'a', 'delightful', 'refreshing', 'drink', 'that', 'is', 'not', 'loaded', 'with', 'sugar', 'and', 'artificial', 'flavors', 'very', 'delicious', 'and', 'highly', 'recommended']","['refreshing', 'delightful', 'refreshing', 'drink', 'loaded', 'sugar', 'artificial', 'flavors', 'delicious', 'highly', 'recommended']","['refresh', 'delightful', 'refresh', 'drink', 'load', 'sugar', 'artificial', 'flavor', 'delicious', 'highly', 'recommend']","['refresh', 'delightful', 'refresh', 'drink', 'load', 'sugar', 'artificial', 'flavor', 'delicious', 'highly', 'recommend']"
5,"['yumme', 'these', 'oats', 'are', 'not', 'only', 'they', 'are', 'also', 'yumme', 'they', 'cook', 'fast', 'and', 'are', 'healthy', 'for', 'you', 'and', 'your', 'family', 'we', 'love', 'them']","['yumme', 'oats', 'also', 'yumme', 'cook', 'fast', 'healthy', 'family', 'love']","['yumme', 'oat', 'also', 'yumme', 'cook', 'fast', 'healthy', 'family', 'love']","['yumme', 'oat', 'also', 'yumme', 'cook', 'fast', 'healthy', 'family', 'love']"
5,"['you', 'will', 'not', 'find', 'a', 'better', 'tasting', 'butter', 'the', 'lurpak', 'danish', 'butter', 'holds', 'its', 'own', 'in', 'comparison', 'with', 'the', 'most', 'expensive', 'french', 'butter', 'i', 'actually', 'prefer', 'lurpak', 'over', 'expensive', 'brands', 'like', 'beurre', 'or', 'is', 'a', 'true', 'lactic', 'or', 'cultured', 'butter', 'and', 'it', 'is', 'full', 'of', 'flavor', 'therefore', 'a', 'warning', 'is', 'in', 'order', 'once', 'you', 'start', 'using', 'this', 'stuff', 'there', 'is', 'no', 'going', 'back', 'land', 'simply', 'will', 'not', 'do', 'anymore', 'and', 'you', 'will', 'be', 'stuck', 'searching', 'for', 'this', 'stuff', 'wherever', 'you', 'go', 'from', 'then', 'on']","['find', 'better', 'tasting', 'butter', 'lurpak', 'danish', 'butter', 'holds', 'comparison', 'expensive', 'french', 'butter', 'actually', 'prefer', 'lurpak', 'expensive', 'brands', 'like', 'beurre', 'true', 'lactic', 'cultured', 'butter', 'full', 'flavor', 'therefore', 'warning', 'order', 'start', 'using', 'stuff', 'going', 'back', 'land', 'simply', 'anymore', 'stuck', 'searching', 'stuff', 'wherever', 'go']","['find', 'well', 'taste', 'butter', 'lurpak', 'danish', 'butter', 'hold', 'comparison', 'expensive', 'french', 'butter', 'actually', 'prefer', 'lurpak', 'expensive', 'brand', 'like', 'beurre', 'true', 'lactic', 'culture', 'butter', 'full', 'flavor', 'therefore', 'warn', 'order', 'start', 'use', 'stuff', 'go', 'back', 'land', 'simply', 'anymore', 'stuck', 'search', 'stuff', 'wherever', 'go']","['find', 'well', 'taste', 'butter', 'lurpak', 'danish', 'butter', 'hold', 'comparison', 'expensive', 'french', 'butter', 'actually', 'prefer', 'lurpak', 'expensive', 'brand', 'like', 'beurre', 'true', 'lactic', 'culture', 'butter', 'full', 'flavor', 'therefore', 'warn', 'order', 'start', 'use', 'stuff', 'go', 'back', 'land', 'simply', 'anymore', 'stuck', 'search', 'stuff', 'wherever', 'go']"
3,"['yes', 'it', 'delicious', 'but', 'be', 'informed', 'from', 'wikipedia', 'in', 'the', 'united', 'states', 'castoreum', 'has', 'been', 'approved', 'by', 'the', 'food', 'and', 'drug', 'administration', 'fda', 'as', 'a', 'food', 'additive', 'often', 'referenced', 'simply', 'as', 'a', 'natural', 'flavoring', 'in', 'the', 'product', 'list', 'of', 'ingredients', 'it', 'is', 'commonly', 'used', 'in', 'both', 'food', 'and', 'beverages', 'especially', 'as', 'vanilla', 'and', 'raspberry', 'pronunciation', 'is', 'the', 'exudate', 'from', 'the', 'castor', 'sacs', 'of', 'the', 'mature', 'north', 'american', 'beaver', 'castor', 'canadensis', 'and', 'the', 'european', 'beaver', 'castor', 'fiber', 'within', 'the', 'zoological', 'realm', 'castoreum', 'is', 'the', 'yellowish', 'secretion', 'of', 'the', 'castor', 'sac', 'in', 'combination', 'with', 'the', 'beaver', 'urine', 'used', 'during', 'scent', 'marking', 'of', 'territory', 'both', 'male', 'and', 'female', 'beavers', 'possess', 'a', 'pair', 'of', 'castor', 'sacs', 'and', 'a', 'pair', 'of', 'anal', 'glands', 'located', 'in', 'two', 'cavities', 'under', 'the', 'skin', 'between', 'the', 'pelvis', 'and', 'the', 'base', 'of', 'the', 'tail', 'the', 'castor', 'sacs', 'are', 'not', 'true', 'glands', 'endocrine', 'or', 'exocrine', 'on', 'a', 'cellular', 'level', 'hence', 'references', 'to', 'these', 'structures', 'as', 'preputial', 'glands', 'or', 'castor', 'glands', 'are', 'entryi', 'used', 'to', 'love', 'raspberry', 'flavored', 'everything', 'and', 'used', 'the', 'heck', 'out', 'of', 'this', 'extract', 'i', 'always', 'assumed', 'the', 'natural', 'flavorings', 'had', 'something', 'to', 'do', 'with', 'raspberries', 'not', 'beaver', 'butt']","['yes', 'delicious', 'informed', 'wikipedia', 'united', 'states', 'castoreum', 'approved', 'food', 'drug', 'administration', 'fda', 'food', 'additive', 'often', 'referenced', 'simply', 'natural', 'flavoring', 'product', 'list', 'ingredients', 'commonly', 'used', 'food', 'beverages', 'especially', 'vanilla', 'raspberry', 'pronunciation', 'exudate', 'castor', 'sacs', 'mature', 'north', 'american', 'beaver', 'castor', 'canadensis', 'european', 'beaver', 'castor', 'fiber', 'within', 'zoological', 'realm', 'castoreum', 'yellowish', 'secretion', 'castor', 'sac', 'combination', 'beaver', 'urine', 'used', 'scent', 'marking', 'territory', 'male', 'female', 'beavers', 'possess', 'pair', 'castor', 'sacs', 'pair', 'anal', 'glands', 'located', 'two', 'cavities', 'skin', 'pelvis', 'base', 'tail', 'castor', 'sacs', 'true', 'glands', 'endocrine', 'exocrine', 'cellular', 'level', 'hence', 'references', 'structures', 'preputial', 'glands', 'castor', 'glands', 'entryi', 'used', 'love', 'raspberry', 'flavored', 'everything', 'used', 'heck', 'extract', 'always', 'assumed', 'natural', 'flavorings', 'something', 'raspberries', 'beaver', 'butt']","['yes', 'delicious', 'inform', 'wikipedia', 'united', 'state', 'castoreum', 'approve', 'food', 'drug', 'administration', 'fda', 'food', 'additive', 'often', 'reference', 'simply', 'natural', 'flavor', 'product', 'list', 'ingredient', 'commonly', 'use', 'food', 'beverage', 'especially', 'vanilla', 'raspberry', 'pronunciation', 'exudate', 'castor', 'sac', 'mature', 'north', 'american', 'beaver', 'castor', 'canadensis', 'european', 'beaver', 'castor', 'fiber', 'within', 'zoological', 'realm', 'castoreum', 'yellowish', 'secretion', 'castor', 'sac', 'combination', 'beaver', 'urine', 'use', 'scent', 'mark', 'territory', 'male', 'female', 'beaver', 'posse', 'pair', 'castor', 'sac', 'pair', 'anal', 'gland', 'locate', 'two', 'cavity', 'skin', 'pelvis', 'base', 'tail', 'castor', 'sac', 'true', 'gland', 'endocrine', 'exocrine', 'cellular', 'level', 'hence', 'reference', 'structure', 'preputial', 'gland', 'castor', 'gland', 'entryi', 'use', 'love', 'raspberry', 'flavor', 'everything', 'use', 'heck', 'extract', 'always', 'assume', 'natural', 'flavoring', 'something', 'raspberry', 'beaver', 'butt']","['yes', 'delicious', 'inform', 'wikipedia', 'united', 'state', 'castoreum', 'approve', 'food', 'drug', 'administration', 'fda', 'food', 'additive', 'often', 'reference', 'simply', 'natural', 'flavor', 'product', 'list', 'ingredient', 'commonly', 'use', 'food', 'beverage', 'especially', 'vanilla', 'raspberry', 'pronunciation', 'exudate', 'castor', 'sac', 'mature', 'north', 'american', 'beaver', 'castor', 'canadensis', 'european', 'beaver', 'castor', 'fiber', 'within', 'zoological', 'realm', 'castoreum', 'yellowish', 'secretion', 'castor', 'sac', 'combination', 'beaver', 'urine', 'use', 'scent', 'mark', 'territory', 'male', 'female', 'beaver', 'posse', 'pair', 'castor', 'sac', 'pair', 'anal', 'gland', 'locate', 'two', 'cavity', 'skin', 'pelvis', 'base', 'tail', 'castor', 'sac', 'true', 'gland', 'endocrine', 'exocrine', 'cellular', 'level', 'hence', 'reference', 'structure', 'preputial', 'gland', 'castor', 'gland', 'entryi', 'use', 'love', 'raspberry', 'flavor', 'everything', 'use', 'heck', 'extract', 'always', 'assume', 'natural', 'flavoring', 'something', 'raspberry', 'beaver', 'butt']"
4,"['better', 'than', 'its', 'low', 'price', 'suggests', 'my', 'four', 'year', 'old', 'beagle', 'coat', 'has', 'improved', 'by', 'switching', 'from', 'pedigree', 'to', 'rachael', 'ray', 'his', 'stool', 'is', 'much', 'firmer', 'now', 'which', 'should', 'help', 'reduce', 'discomfort', 'from', 'impacted', 'anal', 'glands', 'i', 'also', 'give', 'him', 'ground', 'organic', 'flax', 'seed', 'as', 'a', 'supplement', 'comparison', 'the', 'primary', 'ingredient', 'in', 'pedigree', 'is', 'corn', 'with', 'rachael', 'ray', 'the', 'primary', 'ingredients', 'are', 'chicken', 'and', 'rice', 'it', 'still', 'contains', 'some', 'corn', 'and', 'animal', 'fat', 'but', 'its', 'further', 'down', 'on', 'the', 'list', 'of', 'ingredients', 'you', 'can', 'tell', 'the', 'difference', 'in', 'quality', 'when', 'you', 'first', 'open', 'the', 'bag', 'it', 'smells', 'like', 'proper', 'food', 'cheap', 'dog', 'foods', 'tend', 'to', 'stink', 'up', 'the', 'even', 'sampled', 'a', 'few', 'kibbles', 'for', 'myself', 'and', 'found', 'them', 'to', 'be', 'reasonably', 'tasty', 'like', 'a', 'snack', 'gave', 'it', 'four', 'stars', 'rather', 'than', 'five', 'because', 'it', 'contains', 'cheaper', 'filler', 'grains', 'like', 'corn', 'meal', 'and', 'brewers', 'rice', 'among', 'dog', 'foods', 'this', 'is', 'arguably', 'the', 'best', 'available', 'option']","['better', 'low', 'price', 'suggests', 'four', 'year', 'old', 'beagle', 'coat', 'improved', 'switching', 'pedigree', 'rachael', 'ray', 'stool', 'much', 'firmer', 'help', 'reduce', 'discomfort', 'impacted', 'anal', 'glands', 'also', 'give', 'ground', 'organic', 'flax', 'seed', 'supplement', 'comparison', 'primary', 'ingredient', 'pedigree', 'corn', 'rachael', 'ray', 'primary', 'ingredients', 'chicken', 'rice', 'still', 'contains', 'corn', 'animal', 'fat', 'list', 'ingredients', 'tell', 'difference', 'quality', 'first', 'open', 'bag', 'smells', 'like', 'proper', 'food', 'cheap', 'dog', 'foods', 'tend', 'stink', 'even', 'sampled', 'kibbles', 'found', 'reasonably', 'tasty', 'like', 'snack', 'gave', 'four', 'stars', 'rather', 'five', 'contains', 'cheaper', 'filler', 'grains', 'like', 'corn', 'meal', 'brewers', 'rice', 'among', 'dog', 'foods', 'arguably', 'best', 'available', 'option']","['well', 'low', 'price', 'suggests', 'four', 'year', 'old', 'beagle', 'coat', 'improve', 'switch', 'pedigree', 'rachael', 'ray', 'stool', 'much', 'firmer', 'help', 'reduce', 'discomfort', 'impact', 'anal', 'gland', 'also', 'give', 'ground', 'organic', 'flax', 'seed', 'supplement', 'comparison', 'primary', 'ingredient', 'pedigree', 'corn', 'rachael', 'ray', 'primary', 'ingredient', 'chicken', 'rice', 'still', 'contains', 'corn', 'animal', 'fat', 'list', 'ingredient', 'tell', 'difference', 'quality', 'first', 'open', 'bag', 'smell', 'like', 'proper', 'food', 'cheap', 'dog', 'food', 'tend', 'stink', 'even', 'sample', 'kibble', 'found', 'reasonably', 'tasty', 'like', 'snack', 'give', 'four', 'star', 'rather', 'five', 'contains', 'cheaper', 'filler', 'grain', 'like', 'corn', 'meal', 'brewer', 'rice', 'among', 'dog', 'food', 'arguably', 'best', 'available', 'option']","['well', 'low', 'price', 'suggests', 'four', 'year', 'old', 'beagle', 'coat', 'improve', 'switch', 'pedigree', 'rachael', 'ray', 'stool', 'much', 'firmer', 'help', 'reduce', 'discomfort', 'impact', 'anal', 'gland', 'also', 'give', 'ground', 'organic', 'flax', 'seed', 'supplement', 'comparison', 'primary', 'ingredient', 'pedigree', 'corn', 'rachael', 'ray', 'primary', 'ingredient', 'chicken', 'rice', 'still', 'contains', 'corn', 'animal', 'fat', 'list', 'ingredient', 'tell', 'difference', 'quality', 'first', 'open', 'bag', 'smell', 'like', 'proper', 'food', 'cheap', 'dog', 'food', 'tend', 'stink', 'even', 'sample', 'kibble', 'found', 'reasonably', 'tasty', 'like', 'snack', 'give', 'four', 'star', 'rather', 'five', 'contains', 'cheaper', 'filler', 'grain', 'like', 'corn', 'meal', 'brewer', 'rice', 'among', 'dog', 'food', 'arguably', 'best', 'available', 'option']"
5,"['delicious', 'these', 'are', 'a', 'delightful', 'treat', 'we', 'always', 'run', 'out', 'of', 'snickers', 'peanut', 'butter', 'squares', 'at', 'our', 'house', 'do', 'be', 'fooled', 'it', 'looks', 'like', 'a', 'single', 'bar', 'in', 'the', 'larger', 'format', 'but', 'there', 'are', 'actually', 'two', 'squares', 'in', 'the', 'package', 'our', 'home', 'family', 'enjoys', 'the', 'delicious', 'taste', 'is', 'a', 'word', 'in', 'fact', 'we', 'would', 'like', 'some', 'now', 'but', 'mom', 'ate', 'them', 'all', 'we', 'are', 'ordering', 'more', 'right', 'now']","['delicious', 'delightful', 'treat', 'always', 'run', 'snickers', 'peanut', 'butter', 'squares', 'house', 'fooled', 'looks', 'like', 'single', 'bar', 'larger', 'format', 'actually', 'two', 'squares', 'package', 'home', 'family', 'enjoys', 'delicious', 'taste', 'word', 'fact', 'would', 'like', 'mom', 'ate', 'ordering', 'right']","['delicious', 'delightful', 'treat', 'always', 'run', 'snicker', 'peanut', 'butter', 'square', 'house', 'fool', 'look', 'like', 'single', 'bar', 'large', 'format', 'actually', 'two', 'square', 'package', 'home', 'family', 'enjoys', 'delicious', 'taste', 'word', 'fact', 'would', 'like', 'mom', 'ate', 'order', 'right']","['delicious', 'delightful', 'treat', 'always', 'run', 'snicker', 'peanut', 'butter', 'square', 'house', 'fool', 'look', 'like', 'single', 'bar', 'large', 'format', 'actually', 'two', 'square', 'package', 'home', 'family', 'enjoys', 'delicious', 'taste', 'word', 'fact', 'would', 'like', 'mom', 'ate', 'order', 'right']"
5,"['best', 'blue', 'diamond', 'almonds', 'i', 'have', 'tried', 'most', 'of', 'the', 'blue', 'diamond', 'almond', 'flavors', 'and', 'i', 'have', 'to', 'say', 'this', 'one', 'is', 'my', 'favorite', 'once', 'i', 'start', 'eating', 'these', 'almonds', 'it', 'hard', 'to', 'stop', 'yummy']","['best', 'blue', 'diamond', 'almonds', 'tried', 'blue', 'diamond', 'almond', 'flavors', 'say', 'one', 'favorite', 'start', 'eating', 'almonds', 'hard', 'stop', 'yummy']","['best', 'blue', 'diamond', 'almond', 'try', 'blue', 'diamond', 'almond', 'flavor', 'say', 'one', 'favorite', 'start', 'eat', 'almond', 'hard', 'stop', 'yummy']","['best', 'blue', 'diamond', 'almond', 'try', 'blue', 'diamond', 'almond', 'flavor', 'say', 'one', 'favorite', 'start', 'eat', 'almond', 'hard', 'stop', 'yummy']"
5,"['wonderful', 'it', 'was', 'a', 'huge', 'hit', 'for', 'staff', 'to', 'receive', 'this', 'for', 'a', 'job', 'well', 'done', 'everything', 'arrived', 'in', 'good', 'shape', 'despite', 'the', 'summer', 'heat', 'ca', 'go', 'wrong', 'with', 'this', 'gift']","['wonderful', 'huge', 'hit', 'staff', 'receive', 'job', 'well', 'done', 'everything', 'arrived', 'good', 'shape', 'despite', 'summer', 'heat', 'ca', 'go', 'wrong', 'gift']","['wonderful', 'huge', 'hit', 'staff', 'receive', 'job', 'well', 'do', 'everything', 'arrive', 'good', 'shape', 'despite', 'summer', 'heat', 'ca', 'go', 'wrong', 'gift']","['wonderful', 'huge', 'hit', 'staff', 'receive', 'job', 'well', 'do', 'everything', 'arrive', 'good', 'shape', 'despite', 'summer', 'heat', 'ca', 'go', 'wrong', 'gift']"
5,"['great', 'gf', 'pasta', 'this', 'pasta', 'is', 'great', 'with', 'some', 'potato', 'added', 'to', 'the', 'usual', 'gf', 'mix', 'tastes', 'like', 'real', 'pasta', 'to', 'me']","['great', 'gf', 'pasta', 'pasta', 'great', 'potato', 'added', 'usual', 'gf', 'mix', 'tastes', 'like', 'real', 'pasta']","['great', 'gf', 'pasta', 'pasta', 'great', 'potato', 'add', 'usual', 'gf', 'mix', 'taste', 'like', 'real', 'pasta']","['great', 'gf', 'pasta', 'pasta', 'great', 'potato', 'add', 'usual', 'gf', 'mix', 'taste', 'like', 'real', 'pasta']"
5,"['green', 'mountain', 'you', 'actually', 'have', 'me', 'listed', 'as', 'purchasing', 'a', 'different', 'item', 'i', 'purchased', 'the', '72', 'count', 'not', 'the', '24count', 'which', 'is', 'a', 'much', 'better', 'deal', 'hope', 'that', 'you', 'offer', 'the', 'larger', 'quantities', 'more', 'often', 'love', 'the', 'just', 'enough', 'kick', 'and', 'great', 'tasting']","['green', 'mountain', 'actually', 'listed', 'purchasing', 'different', 'item', 'purchased', '72', 'count', '24count', 'much', 'better', 'deal', 'hope', 'offer', 'larger', 'quantities', 'often', 'love', 'enough', 'kick', 'great', 'tasting']","['green', 'mountain', 'actually', 'list', 'purchasing', 'different', 'item', 'purchase', '72', 'count', '24count', 'much', 'well', 'deal', 'hope', 'offer', 'large', 'quantity', 'often', 'love', 'enough', 'kick', 'great', 'taste']","['green', 'mountain', 'actually', 'list', 'purchasing', 'different', 'item', 'purchase', '72', 'count', '24count', 'much', 'well', 'deal', 'hope', 'offer', 'large', 'quantity', 'often', 'love', 'enough', 'kick', 'great', 'taste']"
1,"['5', 'seconds', 'of', 'flavor', 'not', 'worth', 'the', 'money', 'or', 'bummer', 'i', 'would', 'not', 'recommend', 'this', 'type', 'of', 'gum', 'to', 'anyone', 'young', 'or', 'old', 'they', 'stick', 'to', 'dental', 'work', 'too', 'yuck']","['5', 'seconds', 'flavor', 'worth', 'money', 'bummer', 'would', 'recommend', 'type', 'gum', 'anyone', 'young', 'old', 'stick', 'dental', 'work', 'yuck']","['5', 'second', 'flavor', 'worth', 'money', 'bummer', 'would', 'recommend', 'type', 'gum', 'anyone', 'young', 'old', 'stick', 'dental', 'work', 'yuck']","['5', 'second', 'flavor', 'worth', 'money', 'bummer', 'would', 'recommend', 'type', 'gum', 'anyone', 'young', 'old', 'stick', 'dental', 'work', 'yuck']"
5,"['favorite', 'this', 'is', 'my', 'absolute', 'favorite', 'coffee', 'flavor', 'out', 'there', 'i', 'so', 'glad', 'it', 'comes', 'in', 'and', 'i', 'glad', 'it', 'is', 'so', 'inexpensive']","['favorite', 'absolute', 'favorite', 'coffee', 'flavor', 'glad', 'comes', 'glad', 'inexpensive']","['favorite', 'absolute', 'favorite', 'coffee', 'flavor', 'glad', 'come', 'glad', 'inexpensive']","['favorite', 'absolute', 'favorite', 'coffee', 'flavor', 'glad', 'come', 'glad', 'inexpensive']"
1,"['this', 'candle', 'sucks', 'this', 'candle', 'does', 'not', 'work', 'at', 'all', 'as', 'strong', 'as', 'the', 'smell', 'is', 'you', 'would', 'think', 'it', 'would', 'be', 'the', 'best', 'bug', 'repellent', 'ever', 'but', 'its', 'not', 'i', 'have', 'two', 'mosquito', 'bites', 'on', 'my', 'leg', 'to', 'prove', 'it', 'and', 'the', 'darn', 'thing', 'was', 'less', 'than', '5', 'feet', 'away', 'from', 'me']","['candle', 'sucks', 'candle', 'work', 'strong', 'smell', 'would', 'think', 'would', 'best', 'bug', 'repellent', 'ever', 'two', 'mosquito', 'bites', 'leg', 'prove', 'darn', 'thing', 'less', '5', 'feet', 'away']","['candle', 'suck', 'candle', 'work', 'strong', 'smell', 'would', 'think', 'would', 'best', 'bug', 'repellent', 'ever', 'two', 'mosquito', 'bite', 'leg', 'prove', 'darn', 'thing', 'less', '5', 'foot', 'away']","['candle', 'suck', 'candle', 'work', 'strong', 'smell', 'would', 'think', 'would', 'best', 'bug', 'repellent', 'ever', 'two', 'mosquito', 'bite', 'leg', 'prove', 'darn', 'thing', 'less', '5', 'foot', 'away']"
